,ID,카테고리,소분류,제목,주소,전화번호,경도,위도,애완동물동반가능정보,주차시설,쉬는날,영업시간,이용요금,화장실설명,외국어안내서비스,사고보험가입여부,판매품목,편의시설,대표메뉴,포장가능여부,입실시간,퇴실시간,부대시설,키워드리스트,이미지주소1,이미지주소2
665,518,음식,한식,뜰안에 정원,인천 강화군 삼산면 삼산남로 827,032-932-3071,126.317135,37.6854336,,"있음(25대, 주차요금 무료)",연중무휴,"매일 10:30~19:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,들안에 코스,가능,,,,"정원/193,석모도/143,맛집/134,보문사/71,강화도/67,식사/62,간장게장/57,코스/47,꽃게탕/47,강화군/45,밴댕이/44,주문/42,강화/39,한정식/36,메뉴/35,식당/34,시간/32,요리/31,꽃게/30,커피/30,분위기/30,삼산면/30,산남로/28,정도/28,느낌/28,인테리어/27,음식/27,카페/27,반찬/26,여행/24,입구/24,인천광역시/24,하나/23,추가/23,재료/22,채소/22,샐러드/21,바로/20,영업/20,기타/19,나물/19,인천/19,복사/19,주말/19,이웃/19,본문/19,기능/19,솥밥/18,공간/18,구경/18,뜰안에 정원/1,한식/1,삼산면 /1,강화군 /1",http://post.phinf.naver.net/MjAxODA0MTVfMTE1/MDAxNTIzNzY4ODgyNDE0.CHPkC3As-HsB4yf4sldGZAEsiMZo9NaoJL8RQDV2QkUg.gxG50MfCDMuTR66pXUO5VO1Rzb8bNQOeHfhsSfPmsvog.JPEG/Ibd1TvMjUPLbdY1ZFzZiNKT0Hatk.jpg,http://post.phinf.naver.net/MjAxNzEyMjNfNDQg/MDAxNTEzOTkwNDI2MDI5.rTr4bKFvuPQeLMUlZDFAfJAQrC5LkLSlK0_EyXOh724g.UtDtDOSKPJ3V61IU_tt3wD10oyazhZrZmW6LVf6L1VQg.JPEG/IAlDvDt8s5PeYWMQ_-RZ5bypkdwg.jpg
666,519,음식,중식,레인보우 차이홍,인천 연수구 센트럴로 123,032-858-0111,126.645553,37.3881431,,"있음( 컨벤시아 내부 주차장, 주차권 2시간 무료)",연중무휴,"매일 11:00~22:00
평일 브레이크 타임(15:00~17:00)",,"있음 (남녀구분, 업소외부 위치)","메뉴판 내 영문 표기, 중국어 회화 가능 직원 있음",,,,"유니짜장, 바지락 짬뽕",가능,,,,"차이/162,송도/122,레인보우/81,맛집/72,메뉴/66,요리/53,탕수육/52,센트럴/49,짬뽕/44,새우/40,식사/39,인천/38,소스/37,컨벤시/34,음식/34,세트/34,짜장면/33,느낌/32,중식/32,코스/31,돌상/31,연수구/29,돌잔치/28,생각/28,사진/27,방문/27,주문/25,예약/25,위치/24,파크/24,식당/23,주차/23,진짜/22,분위기/22,인천광역시/21,정말/21,우리/21,추가/21,중국/20,기타/19,게살/19,이웃/19,튀김/19,여기/19,시간/18,복사/18,본문/18,기능/18,사람/18,때문/18,레인보우 차이홍/1,연수구 /1","https://mp-seoul-image-production-s3.mangoplate.com/14168/1578671_1623755834528_192540?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/14168/1578671_1623755834528_192570?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
667,522,음식,한식,모심갈비,인천 남동구 용천로97번길 3,032-472-9090,126.714601,37.4580165,,"있음(50대, 주차요금 무료)",명절 전날 휴무,"매일 11:30~22:00
평일 브레이크 타임(15:00~17:00)",,"있음 (남녀구분, 업소외부 위치)",,,,,"갈비탕, 양념갈비, 얼큰 장터국밥",가능,,,,"갈비/220,고기/116,구월동/75,놀이/62,아이/61,맛집/58,돼지갈비/49,냉면/41,주문/39,양념/39,식사/32,인천/28,숯불/27,추가/27,국밥/25,식당/24,방문/24,커피/24,반찬/23,갈비살/23,방이/22,인분/20,메뉴/20,삼겹살/20,식혜/20,고깃집/20,시간/19,목살/19,위치/19,이웃/18,기타/17,친구/17,프라자/17,가격/17,복사/17,본문/17,기능/17,저희/17,우정/17,하나/16,남동구/16,번길/15,인천광역시/15,밑반찬/15,테이블/15,사진/14,양파/14,김치/14,직접/14,손님/13,음식/1,한식/1,남동구 /1,모심갈비/1",https://img.siksinhot.com/place/1477362524076206.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/387154/1332073_1555912106271_1555911940926.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
668,708,음식,한식,바다식당(대청면),인천 옹진군 대청면 대청로 13,032-836-2476,124.714472,37.8252899,,있음(약 30대)/무료,연중무휴,"06:30~21:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",,,,,"성게비빔밥 회덮밥, 활어회",가능,,,,"식당/171,바다/156,대구/63,맛집/61,메뉴/44,한림읍/43,주문/38,반찬/34,제주/33,강릉/32,국물/31,사장/27,추가/27,존슨탕/25,시간/24,바로/24,음식/23,부대찌개/23,여행/22,밑반찬/22,아이/21,인분/20,기타/18,추천/18,포항/18,복사/18,이웃/18,본문/18,하나/18,기능/18,접시/18,호미곶/17,정말/17,위치/17,생각/17,우리/17,정도/16,저녁/16,칼국수/16,이태원/16,생선/16,조금/15,휴무/15,한식/15,방문/15,아침/15,제주시/15,영업/15,역시/14,아침식사/14,바다식당/1,옹진군 /1,대청면 /1",https://d2uja84sd90jmv.cloudfront.net/posts/QZWFgWuEp-hw19Qu1ZpCIA.jpg,https://ldb-phinf.pstatic.net/20171128_217/151184740783325XeV_JPEG/11724665_16.jpg
669,526,음식,한식,가조,인천 중구 신포로46번길 25,032-772-6118,126.62755,37.4724918,,,연중무휴,"12:00~22:00
/브레이크 타임 없음",,"남녀공용, 업소내부 위치",영어 메뉴판,,,,"양구이, 한우등심구이",가능,,,,"가조/242,여기/166,맛집/89,치즈/76,가조도/67,거제/65,온천/64,피자/61,메뉴/54,주문/49,호텔/44,음식/43,사진/40,비빔국수/38,오션/38,거창/38,소스/37,폭탄/33,덕포/32,카페/32,시간/31,세트/30,다리/30,추가/28,레스토랑/27,바다/27,주차장/27,정말/26,정도/26,테이블/25,뷔페/25,백두산/24,셀프/24,자리/22,꼬막/22,바로/22,기타/21,도쿄/21,주차/21,거제도/21,천지/21,치킨/21,식사/21,계단/20,복사/20,돈가스/20,이웃/20,본문/20,기능/20,공간/19,중구 /1,한식/1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTEyMDZfMjIx%2FMDAxNjM4Nzk2MzIxMDQ4.EE7An-iQKHvKIA1cJ8VY0lkW-FilJVwHL-XBcrBf-FIg.aWiznmG98Dws7r1kmHgQJTk65kjrUGKkCGm1ZQdqGyMg.JPEG.jangdh70%2F20211127%25A3%25DF105417%25A3%25DFHDR.jpg=sc960_832,http://post.phinf.naver.net/MjAxODAxMDRfMTQ4/MDAxNTE1MDQyODQxNzQ5.fHIQuIiMtC7zF8Jc9HKrETqCF2riyjZoUeFqgYjL27gg.UUoBoZ0SyxLEViohKGr37Dwi1kCjbKIiaoYh5osaAFUg.JPEG/IBD731sZcMnooPz6xR1zxF2LbpAM.jpg
670,529,음식,한식,부영선지국,인천 미추홀구 장천로14번길 20,032-884-5981,126.647317,37.4585699,,"있음(2대, 주차요금 무료)",매주 일요일 휴무,"매일 09:00~15:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,선지국,가능,,,,"선지국/201,부영/132,맛집/107,인천/83,안부/43,해장국/41,선지/39,국물/37,미추홀/37,가게/34,숭의동/33,번길/33,국밥/33,선짓국/33,김치/31,시간/31,우거지/31,방문/30,영업/30,추가/28,고추/25,기본/25,인천광역시/23,고향/23,강원도/23,이웃/22,갈비탕/21,휴무/21,기타/20,복사/20,본문/20,기능/20,주문/19,가격/19,식당/18,정도/18,노포/18,반찬/17,메뉴/17,양념/17,자리/16,소양선지국/15,입구/15,일요일/15,후식/14,음식/14,주차/13,가득/13,위치/13,바로/13,한식/1,미추홀구 /1,부영선지국/1",https://d2uja84sd90jmv.cloudfront.net/posts/u7Se5x9o8iSPCI9gibBGMA/m.jpg,http://post.phinf.naver.net/MjAxODAzMjBfNDcg/MDAxNTIxNTU0NDg3ODg3.u6L0mNcLGFVoGUiNE0M0KITFIsxbcCgS25R9NNFJ_IQg.wzgTfE1iDDp4qnEXovjKCXD3PaDgyxclf4IscL2rSbYg.JPEG/IxU4v7vFu5c5OVLilGBh4R8Fk7TI.jpg
671,530,음식,한식,부평직화구이쌈밥,인천 부평구 부평대로 90,032-515-2015,126.722454,37.4995559,,"있음(30대, 주차요금 무료)",명절 당일 휴무,"매일 11:30~22:00
평일 브레이크 타임 15:00~17:00",,"있음 (남녀구분, 업소내부 위치)",영어 회화 가능 직원 있음,,,,직화구이 한정식,가능,,,,"부평/243,직화/194,쌈밥/187,구이/173,맛집/84,반찬/61,정식/40,나물/39,메뉴/39,셀프/39,부평시장역/35,한정식/35,점심/34,추가/34,고기/33,채소/33,부평구/31,부평대로/31,주문/30,튀김/30,모임/28,코너/27,단호박/26,야채/25,시장/25,가족/25,인천/24,주차장/23,주차/22,이정식/22,잡채/22,추천/21,한식/21,이웃/21,바로/21,기타/20,인천광역시/20,복사/20,정말/20,본문/20,기능/20,솥밥/19,누룽지/19,식사/19,엄마/18,특선/18,식당/18,샐러드/18,커피/18,느낌/18,음식/1,부평직화구이쌈밥/1,부평구 /1",https://ldb-phinf.pstatic.net/20180606_2/1528251940124vocgk_JPEG/AW_GslGXfSS8uC_lFk3vATvw.jpg,https://ldb-phinf.pstatic.net/20180606_59/15282519402107q1ka_JPEG/kgdyc2-8Ha5aMteUy-1nOtrW.jpg
672,533,음식,한식,강선생의 냉면 막국수,인천 서구 담지로86번길 5-41,032-576-3939,126.662222,37.5378996,,있음(10대)/무료,매주 화요일 휴무,"매일 10:30~20:30(재료 소진 시 조기마감)
/브레이크 타임 없음",,"남녀구분, 업소내부 위치",영어 회화 가능 직원 있음,,,,"물막국수, 비빔막국수, 평양냉면",가능,,,,"막국수/251,만두/185,냉면/165,선생/112,청라/93,맛집/85,메밀/51,평양/43,간장/33,추가/31,서구/30,육수/25,주문/25,인천/25,김치/24,번길/22,매장/22,들기름/21,비빔/21,인천광역시/21,이웃/21,국물/21,기타/20,복사/20,본문/20,기능/20,음식/19,메뉴/19,주차/18,시간/16,고기/16,진짜/15,평냉/15,정도/15,직접/15,살짝/14,위치/14,사진/13,조금/13,가제/13,추천/13,가게/13,메뉴판/13,처음/13,방문/13,정말/13,자극/13,슴슴/12,재료/12,영업/12,한식/1,강선생의 냉면 막국수/1,서구 /1",http://imgnews.naver.net/image/5193/2020/10/07/0000383670_004_20201008090325764.jpg,http://imgnews.naver.net/image/5193/2020/10/07/0000383670_001_20201008090325681.jpg
673,536,음식,한식,삼능참숯한우,인천 부평구 부영로 10,032-507-5800,126.71784,37.486278,,"있음(5대, 주차요금 무료)",연중무휴,"10:00~24:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",영어 회화 가능 직원 있음,,,,한우 꽃등심,가능,,,,"한우/105,참숯/89,맛집/56,고기/46,육회/34,동수역/29,예약/28,냉면/27,엄마/24,사진/23,부평/23,인천/19,추가/17,부평구/16,선지국/15,이웃/15,식사/15,기타/14,단체/14,하나/14,진짜/13,부영/13,복사/13,본문/13,기능/13,오늘/13,아주/12,주문/12,인천광역시/12,국내/12,이벤트/11,미리/11,소고기/11,된장찌개/11,차돌박이/10,식혜/10,모임/10,계란찜/10,네이버/9,등심/9,갈비/9,이제/9,위치/9,저희/9,보고/9,암소/8,식당/8,밑반찬/8,다음/8,기본/7,음식/1,삼능참숯한우/1,한식/1,동수/1,부평구 /1",https://ldb-phinf.pstatic.net/20190818_69/1566058615929qrK7m_PNG/14.png,https://ldb-phinf.pstatic.net/20190517_8/15580252510180PNfE_JPEG/zGkzAehKS9gQfpQ0uzPocmZ7.JPG.jpg
674,538,음식,한식,삼삼구이,인천 옹진군 백령면 백령로 322,032-836-3392,124.713462,37.9734238,,"있음(20대, 주차요금 무료)","두 번째, 네 번째 일요일, 명절 당일 휴무","12:00~20:30(주문마감)
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",없음,,,,염소불고기,가능,,,,"초밥/235,삼삼구이/184,맛집/127,대구/87,고기/85,우동/75,본점/70,반월당/51,시간/45,주차장/41,메뉴/40,식당/36,가격/36,무한리필/34,진짜/32,구이/32,가성/32,하나/32,바로/31,생선/31,물회/30,오뎅/30,대패/29,주차/28,주문/26,오늘/26,호점/25,산수동/24,우리/24,추가/24,삼겹살/23,테이블/23,중앙/23,위치/22,기본/22,중구/22,저희/22,가자미/22,기타/20,세트/20,복사/20,마늘/20,이웃/20,본문/20,기능/20,회덮밥/19,노포/19,김치/18,가게/18,생각/18,백령면 /1,음식/1,한식/1,옹진군 /1",https://ldb-phinf.pstatic.net/20200112_81/1578821637394KI5lF_JPEG/TMUSm8Pn-LjvahKVSSEAUcap.jpeg.jpg,https://ldb-phinf.pstatic.net/20200107_283/1578380595593y4Utj_JPEG/6namSY28FTPHL3oGCyi23Gjz.jpeg.jpg
675,539,음식,한식,새우물식당,인천 미추홀구 미추로19번길 14,,126.646618,37.4618256,,"있음(5대, 주차요금 무료)",매주 일요일 휴무,매일 10:00~22:00,,"있음 (남녀구분, 업소내부 위치)",,,,,"해장, 삼겹살, 목살",가능,,,,"식당/147,돈까스/122,우물/119,해장국/110,맛집/80,한우/69,소고기/50,정육/49,숭의동/46,고기/41,메뉴/35,추어탕/33,인천/32,오늘/31,미추홀/30,위치/27,식사/27,방문/26,수제/24,주문/23,저녁/23,우거지/23,스프/22,추가/21,마늘/19,미추/18,하나/18,기타/17,번길/17,복사/17,이웃/17,본문/17,기능/17,진짜/16,김치/16,인천광역시/16,돼지고기/15,바로/15,추천/14,국물/14,광주/13,암소/13,가격/13,사진/12,시간/12,먹기/11,국밥/11,판매/11,골목/11,다음/11,음식/1,한식/1,미추홀구 /1,새우물식당/1",http://shop1.phinf.naver.net/20200129_133/1580278610262ncARY_JPEG/17639348889229881_1024904125.JPG,http://post.phinf.naver.net/MjAxNzA4MjRfMjky/MDAxNTAzNTUzMzc2ODM4.EeezQCmQ8CSQjzfVmUfxvD_9BLooYKef4SkKTXS7S-4g.DANbzh2WgOPQR_PdXldizXx7raPyxuohWwW6bEdGkxwg.JPEG/ISe5UBETEJRVmK2Og0nga_oXldhs.jpg
676,540,음식,한식,경복궁 가좌점,인천 서구 원적로 132,032-583-7767,126.685394,37.4969781,,있음(30대)/무료,연중무휴,"11:30-22:00
/브레이크 타임 (평일)15:00~17:00",,"남녀구분, 업소내부 위치",메뉴판 내 영문 표기,,,,"소양념갈비, 런치 숯불갈비살 한정식",가능(단품 메뉴 포장 가능),,,,"경복궁/197,좌점/107,갈비/52,예약/52,고기/47,인천/42,코스/41,한정식/39,주문/36,양념/35,요리/33,불고기/32,세트/29,메뉴/27,식사/27,가족/26,가좌동/25,케이크/23,추가/23,한우/22,준비/22,음식/20,맛집/20,등심/19,서구/19,기타/18,일품/18,식당/18,복사/18,이웃/18,본문/18,기능/18,튀김/17,인분/16,가격/16,느낌/16,후기/16,상견례/16,반찬/15,육회/15,원적로/15,생각/15,아버지/15,방문/14,인천광역시/14,샐러드/13,정말/13,생일/12,생신/12,저희/12,경복궁 가좌점/1,한식/1,서구 /1","https://mp-seoul-image-production-s3.mangoplate.com/162152/2b1ghegfhmyz9j.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",http://jcleeco.godohosting.com/content/37665/1555831742111.jpg
677,541,음식,한식,선창집 장어구이,인천 강화군 선원면 해안동로 1199,032-933-7628,126.513275,37.7218318,,"있음(40대, 주차요금 무료)","명절 기간 휴무, 매달 2번째 화요일 정기 휴무","매일 11:30~21:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,숯불장어구이,가능,,,,"장어/227,선창/129,장어구이/129,갯벌/78,강화도/71,맛집/47,강화/40,주문/33,양념/32,민물장어/30,원조/28,추가/24,반찬/23,강화군/23,선원면/22,바다/22,구이/21,이웃/21,기능/21,기타/20,나물/20,복사/20,본문/20,인천광역시/19,해안동/18,인분/16,꼬리/16,정말/16,정도/16,처음/15,시간/15,생강/15,자리/14,간장/14,메뉴/14,위치/14,소금/14,순무/12,역시/12,분위기/12,생각/12,우리/12,소스/11,김치/11,초벌/11,인천/11,식감/11,튀김/11,기본/11,바로/10,선창집 장어구이/1,음식/1,선원면 /1,한식/1,강화군 /1",https://ldb-phinf.pstatic.net/20190608_73/1559983684999kAPzU_JPEG/rIKszOJy9lhtw8jmxM0XhP92.jpg,http://cdn.dealbada.com/restapi/image/resizeWidth/1080/data/editor/1710/31f75cf891ba88a0da3749ed1087e885_1509106051_5761.JPG
678,543,음식,한식,솔향기,인천 강화군 하점면 장정양오길 147,032-933-9995,126.435211,37.783142,,"있음(30대, 주차요금 무료)",연중무휴,"10:00- 20:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,강화인삼 오리백숙,가능,,,,"캠핑장/208,솔향기/168,캠핑/103,텐트/93,예약/87,바다/78,해변/78,카라반/63,강릉/56,시간/46,바로/41,사이트/37,우리/35,글램핑/33,시설/33,데크/33,만두/31,펜션/29,철원/29,정도/29,화장실/28,추가/28,이번/26,아이/26,이용/26,맛집/25,다음/25,진짜/24,날씨/23,정말/23,생각/23,자리/22,기타/22,여행/22,버섯/22,사용/22,관리/21,샤워/21,주차장/21,복사/20,강릉시/20,이웃/20,본문/20,강원도/20,기능/20,바람/20,사장/19,패스/19,안내/19,전골/18,음식/1,한식/1,강화군 /1,하점면 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20120111_124%2Fydl1_1326214326917jX3cR_JPEG%2FSMCA8832.JPG=sc960_832,http://imgnews.naver.net/image/5437/2017/06/10/0000004704_001_20170610130749257.jpg
679,544,음식,한식,송도갈매기,인천 연수구 능허대로151번길 25,032-831-0010,126.646917,37.4216712,,"있음(30대, 주차요금 무료)",명절 당일 휴무,"11:30-22:00
브레이크 타임",,"있음 (남녀구분, 업소내부 위치)",,,,,갈매기살,일부 품목만 가능,,,,"갈매기/590,송도/467,고기/199,주안/195,갈매기살/188,맛집/137,전통/123,인분/109,막국수/102,인천/101,양념/100,주문/95,가족/78,예약/75,추가/70,메뉴/67,본점/61,반찬/60,아이/60,식사/57,식당/51,샐러드/49,모임/49,시간/48,테이블/45,방문/44,마늘/44,갈비/42,주차/41,바로/41,저희/41,비빔/40,먹기/39,통생/39,기타/38,복사/38,이웃/38,본문/38,기능/38,인천광역시/37,위치/37,정도/37,바위/36,추천/34,직원/34,점심/34,우리/34,숯불/33,생각/33,기본/32,음식/1,한식/1,연수구 /1,송도갈매기/1",http://shop1.phinf.naver.net/20210121_54/16111931662145AHFC_JPEG/12329054654313720_1425822665.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1884977_image2_1.jpg
680,545,음식,한식,경복궁 구월점,인천 남동구 인주대로 593,032-429-9999,126.702873,37.4503564,,있음(약 100대)/무료,명절 당일,"11:30~22:00
/브레이크 타임 (주중)15:00~17:00",,"남녀구분, 업소내부 위치",영어 회화 가능 직원 있음/메뉴판 내 영문 표기,,,,"양념갈비, 생갈비",가능(도시락 메뉴 포장 가능),,,,"경복궁/160,상견례/109,구월/91,인천/59,삼계탕/57,예약/41,코스/35,준비/32,추가/32,구월동/31,식사/28,선물/27,갈비/26,메뉴/25,한정식/25,고기/23,점심/22,가족/22,남동구/22,사진/21,장소/21,맛집/21,기타/20,식당/20,복사/20,빌딩/20,인주대로/20,이웃/20,본문/20,기능/20,주문/19,위치/19,하나/19,우리/19,들깨/18,저희/18,포장/17,오빠/17,시간/17,인천광역시/17,정말/17,한우/17,친구/16,세트/16,모임/16,음식/15,특선/15,돌잔치/14,가지/14,부모님/13,한식/1,남동구 /1,경복궁 구월점/1",http://post.phinf.naver.net/MjAxNzA1MTdfMTAx/MDAxNDk1MDE0MzU2OTQw._hAyszwgeCE2V5fIIM1vPXpFtYQfDjudOFnmtLjQXiQg.STKrmg8iMvdhB92Pn1aq_4feN1WkF7Doubb4VgfYhRog.JPEG/IGrcJTZnBu84wSNYIWWOKCHd6onA.jpg,http://www.foodnjob.com/upload/upload/offer_user/201708/1503474490_mem.PNG
681,547,음식,한식,송도골,인천 미추홀구 능해길46번길 4,032-881-7076,126.639805,37.4586511,,"있음(7대, 주차요금 무료)",명절 당일 휴무,"평일 08:00~22:00
주말 08:00~21:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",,,,,선지해장국,가능,,,,"송도/115,해장국/107,선지/95,맛집/87,인천/68,선지국/47,용현동/39,곰탕/23,해장/19,국밥/19,미추홀/19,추가/17,기타/16,이웃/16,기능/16,번길/15,복사/15,본문/15,인천광역시/14,마늘/14,사람/14,냄새/13,국물/13,추천/11,정말/11,반찬/10,김치/10,스타일/10,소고기/10,곱창/10,메뉴/9,위치/9,골목/9,바로/9,우거지/9,그릇/8,주문/8,시간/8,지금/8,중구/8,가게/7,뚝배기/7,처음/7,방문/7,아침/7,청양고추/7,남구/7,먼저/7,터미널/7,사장/7,음식/1,한식/1,미추홀구 /1,송도골/1",https://d2uja84sd90jmv.cloudfront.net/posts/ImUR5GRr1Qu_BkSQI5lGUg/m.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/1214190_1647665049987949.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
682,548,음식,한식,송돗골,인천 연수구 앵고개로103번길 15,032-814-5292,126.657587,37.4136525,,"있음(40대, 주차요금 무료)",명절 당일 휴무,"평일 09:00-22:00
주말 06:00-22:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",,,,,육개장,가능,,,,"육개장/214,송돗골/158,맛집/114,인천/66,전통/59,송도/45,연수구/40,송도유원지/39,주차장/39,주차/33,오리/30,방문/29,고기/28,추가/27,국물/27,구송/26,주문/26,메뉴/26,번길/25,당면/23,하나/21,반찬/20,도토리묵/20,기타/20,고개/20,시간/20,가격/20,복사/20,이웃/20,본문/20,바로/20,기능/20,위치/19,백숙/18,인천광역시/18,정도/16,사람/16,가게/15,식사/15,추천/14,어묵/14,오늘/14,조금/13,생각/13,볶음/12,다른/12,가득/12,주말/12,짠지/12,영업/12,음식/1,한식/1,연수구 /1",https://d2uja84sd90jmv.cloudfront.net/posts/jgDKrPwvvqNb5LSeLpJbOg/m.jpg,http://post.phinf.naver.net/MjAxNzA5MzBfMzMg/MDAxNTA2NzI0MDM5NDY4.HHlrgoFmQ8yy0WvY0Vif-rcpKlK1-XWvaFUhvMEUHBUg.0V9v6nJ1OXSF8dl_GWFo8nFryMRYOkAqPkQPObjB7C8g.JPEG/I1ybVxO7RsOB_rLQvKxzR89rhwvI.jpg
683,550,음식,한식,송쭈집,인천 연수구 컨벤시아대로 126,032-833-7892,126.645688,37.3929791,,"있음(80대, 주차요금 무료)",명절 기간 휴무,"11:00~23:00
브레이크 타임 없음(점심 이후 재료 소진 시 브레이크 타임 있음)",,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,쭈꾸미,가능,,,,"쭈꾸미/284,송쭈집/179,맛집/107,치즈/99,마곡/88,주문/88,갑부/87,송도/77,볶음/65,주꾸미/62,볶음밥/58,서민/55,날치/52,본점/44,추가/44,메뉴/42,인천/41,나루/39,키트/38,위치/35,식당/33,바로/33,시간/32,눈꽃/31,콩나물/30,사리/29,센트럴/28,방문/28,계란찜/28,정말/26,상가/25,양념/25,월드/24,매콤/24,마크/24,점심/24,단지/24,푸르지오/23,예약/23,연수구/22,정도/22,깻잎/22,소스/21,직원/21,저녁/21,기타/20,복사/20,이웃/20,본문/20,기능/20,음식/1,한식/1,연수구 /1","https://mp-seoul-image-production-s3.mangoplate.com/1717843_1602671898013982.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",https://image.idus.com/image/files/71b52f90d77544edb0f49f1767c794d6_512.jpg
684,551,음식,한식,수밀원,인천 연수구 능허대로 231,032-851-8889,126.651869,37.4156644,,"있음(50대, 주차요금 무료)",명절 기간 휴무,"10:00~22:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",,,,,소쿠리보쌈,가능,,,,"두물머리/70,보쌈/56,소쿠리/34,카페/28,맛집/25,송도/24,칼국수/24,인천/22,사진/21,주문/21,만두전골/20,미술관/19,풍경/19,만두/18,아롱사태/18,사람/17,그림/16,연수구/15,겨울/14,얼음/13,마음/13,생각/13,우리/13,김치/12,한강/12,정말/11,느낌/11,추가/11,장소/9,보기/9,주차/9,이웃/9,자리/8,바지락/8,추천/8,가게/8,느티나무/8,고기/8,내부/8,하나/8,기능/8,기타/7,이제/7,복사/7,본문/7,바로/7,북한/7,그냥/7,보고/7,전골/7,음식/1,수밀원/1,한식/1,연수구 /1",http://imgnews.naver.net/image/5193/2019/02/13/0000260033_004_20200311163624765.jpg,http://post.phinf.naver.net/MjAxNjEwMjZfMjA2/MDAxNDc3NDcwODA4MjUw.QpU_eY8Gk8kZesWajul_t5MHCqZgWsiCqbRxAwsUpdIg.jKb3iW66Y91-GF7AFxXncE6qphVyHfjxyRAfqwlM7NIg.PNG/Ilg06b_DFAu2-0y2J0tCLAfFDviw.jpg
685,552,음식,한식,숙성명작,인천 서구 담지로8번길 14,032-566-9298,126.661163,37.5308023,,"있음(20대, 주차요금 무료)",매주 월요일 휴무,"17:00~22:00
브레이크타임 없음",,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,한우등심구이,가능,,,,"숙성/200,명작/194,청라/159,고기/131,한우/119,맛집/115,소고기/79,주문/75,등심/58,안심/56,와인/48,인천/45,예약/43,추가/43,메뉴/40,시간/37,육회/36,처음/35,서구/35,소스/32,샐러드/32,채끝/30,번길/30,치즈/30,제공/30,분위기/30,성게/30,부위/27,조금/26,방문/26,생각/26,비빔밥/24,인분/23,직원/22,이웃/22,고급/21,식사/21,기타/20,음식/20,복사/20,고추장/20,본문/20,기능/20,직접/20,인천광역시/18,가격/18,매장/18,준비/18,기본/18,바로/18,한식/1,서구 /1,숙성명작/1",http://post.phinf.naver.net/MjAxODA1MjVfMTky/MDAxNTI3MjI2NTg5NjYx.nSRAL-MAfQo8Vfd2IGvQhlhYHq9DCDQfWDqLs4r62Z8g.otaFwclQjuepB9bsU_bV8G0YCVo9cYnAtw9ucXsc2T8g.JPEG/IQUYCDOKrud5fWdM1Ty4Kb_qW5F8.jpg,https://modo-phinf.pstatic.net/20190401_295/1554122346430zhS46_JPEG/mosawJd6gv.jpeg
